is_a_label_snail	label_snail	label-dash	id	label	subTypeOf	enumerationtype	equivalentClass	isPartOf	properties	subTypes	supersedes	supersededBy	comment
is_a_radio_station	radio_station	radio-station	RadioStation	RadioStation	LocalBusiness				actionableFeedbackPolicy, additionalProperty, additionalType, address, aggregateRating, alternateName, alumni, amenityFeature, areaServed, award, awards, branchCode, branchOf, brand, contactPoint, contactPoints, containedIn, containedInPlace, containsPlace, correctionsPolicy, currenciesAccepted, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasCredential, hasDriveThroughService, hasMap, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isAccessibleForFree, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, latitude, legalName, leiCode, location, logo, longitude, mainEntityOfPage, makesOffer, map, maps, maximumAttendeeCapacity, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, openingHours, openingHoursSpecification, ownershipFundingInfo, owns, parentOrganization, paymentAccepted, photo, photos, potentialAction, priceRange, publicAccess, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, smokingAllowed, specialOpeningHoursSpecification, sponsor, subOrganization, subjectOf, taxID, telephone, tourBookingPage, unnamedSourcesPolicy, url, vatID				A radio station.
is_a_radiography	radiography	radiography	Radiography	Radiography	MedicalImagingTechnique	MedicalImagingTechnique							Radiography is an imaging technique that uses electromagnetic radiation other than visible light, especially X-rays, to view the internal structure of a non-uniformly composed and opaque object such as the human body.
is_a_randomized_trial	randomized_trial	randomized-trial	RandomizedTrial	RandomizedTrial	MedicalTrialDesign	MedicalTrialDesign							A randomized trial design.
is_a_rating	rating	rating	Rating	Rating	Intangible				additionalType, alternateName, author, bestRating, description, disambiguatingDescription, identifier, image, mainEntityOfPage, name, potentialAction, ratingExplanation, ratingValue, reviewAspect, sameAs, subjectOf, url, worstRating	AggregateRating, EndorsementRating			A rating is an evaluation on a numeric scale, such as 1 to 5 stars.
is_a_react_action	react_action	react-action	ReactAction	ReactAction	AssessAction				actionStatus, additionalType, agent, alternateName, description, disambiguatingDescription, endTime, error, identifier, image, instrument, location, mainEntityOfPage, name, object, participant, potentialAction, provider, result, sameAs, startTime, subjectOf, target, url	AgreeAction, DisagreeAction, DislikeAction, EndorseAction, LikeAction, WantAction			The act of responding instinctively and emotionally to an object, expressing a sentiment.
is_a_read_action	read_action	read-action	ReadAction	ReadAction	ConsumeAction				actionAccessibilityRequirement, actionStatus, additionalType, agent, alternateName, description, disambiguatingDescription, endTime, error, expectsAcceptanceOf, identifier, image, instrument, location, mainEntityOfPage, name, object, participant, potentialAction, provider, result, sameAs, startTime, subjectOf, target, url				The act of consuming written content.
is_a_read_permission	read_permission	read-permission	ReadPermission	ReadPermission	DigitalDocumentPermissionType	DigitalDocumentPermissionType							Permission to read or view the document.
is_a_real_estate_agent	real_estate_agent	real-estate-agent	RealEstateAgent	RealEstateAgent	LocalBusiness				actionableFeedbackPolicy, additionalProperty, additionalType, address, aggregateRating, alternateName, alumni, amenityFeature, areaServed, award, awards, branchCode, branchOf, brand, contactPoint, contactPoints, containedIn, containedInPlace, containsPlace, correctionsPolicy, currenciesAccepted, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasCredential, hasDriveThroughService, hasMap, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isAccessibleForFree, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, latitude, legalName, leiCode, location, logo, longitude, mainEntityOfPage, makesOffer, map, maps, maximumAttendeeCapacity, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, openingHours, openingHoursSpecification, ownershipFundingInfo, owns, parentOrganization, paymentAccepted, photo, photos, potentialAction, priceRange, publicAccess, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, smokingAllowed, specialOpeningHoursSpecification, sponsor, subOrganization, subjectOf, taxID, telephone, tourBookingPage, unnamedSourcesPolicy, url, vatID				A real-estate agent.
is_a_real_estate_listing	real_estate_listing	real-estate-listing	RealEstateListing	RealEstateListing	WebPage			https://pending.schema.org	about, abstract, accessMode, accessModeSufficient, accessibilityAPI, accessibilityControl, accessibilityFeature, accessibilityHazard, accessibilitySummary, accountablePerson, acquireLicensePage, additionalType, aggregateRating, alternateName, alternativeHeadline, archivedAt, assesses, associatedMedia, audience, audio, author, award, awards, breadcrumb, character, citation, comment, commentCount, conditionsOfAccess, contentLocation, contentRating, contentReferenceTime, contributor, copyrightHolder, copyrightNotice, copyrightYear, correction, countryOfOrigin, creativeWorkStatus, creator, creditText, dateCreated, dateModified, datePosted, datePublished, description, disambiguatingDescription, discussionUrl, editEIDR, editor, educationalAlignment, educationalLevel, educationalUse, encoding, encodingFormat, encodings, exampleOfWork, expires, fileFormat, funder, funding, genre, hasPart, headline, identifier, image, inLanguage, interactionStatistic, interactivityType, interpretedAsClaim, isAccessibleForFree, isBasedOn, isBasedOnUrl, isFamilyFriendly, isPartOf, keywords, lastReviewed, learningResourceType, leaseLength, license, locationCreated, mainContentOfPage, mainEntity, mainEntityOfPage, maintainer, material, materialExtent, mentions, name, offers, pattern, position, potentialAction, primaryImageOfPage, producer, provider, publication, publisher, publisherImprint, publishingPrinciples, recordedAt, relatedLink, releasedEvent, review, reviewedBy, reviews, sameAs, schemaVersion, sdDatePublished, sdLicense, sdPublisher, significantLink, significantLinks, size, sourceOrganization, spatial, spatialCoverage, speakable, specialty, sponsor, subjectOf, teaches, temporal, temporalCoverage, text, thumbnailUrl, timeRequired, translationOfWork, translator, typicalAgeRange, url, usageInfo, version, video, workExample, workTranslation				"A <a class=""localLink"" href=""/RealEstateListing"">RealEstateListing</a> is a listing that describes one or more real-estate <a class=""localLink"" href=""/Offer"">Offer</a>s (whose <a class=""localLink"" href=""/businessFunction"">businessFunction</a> is typically to lease out, or to sell).
  The <a class=""localLink"" href=""/RealEstateListing"">RealEstateListing</a> type itself represents the overall listing, as manifested in some <a class=""localLink"" href=""/WebPage"">WebPage</a>."
is_a_rear_wheel_drive_configuration	rear_wheel_drive_configuration	rear-wheel-drive-configuration	RearWheelDriveConfiguration	RearWheelDriveConfiguration	DriveWheelConfigurationValue	DriveWheelConfigurationValue							Real-wheel drive is a transmission layout where the engine drives the rear wheels.
is_a_receive_action	receive_action	receive-action	ReceiveAction	ReceiveAction	TransferAction				actionStatus, additionalType, agent, alternateName, deliveryMethod, description, disambiguatingDescription, endTime, error, fromLocation, identifier, image, instrument, location, mainEntityOfPage, name, object, participant, potentialAction, provider, result, sameAs, sender, startTime, subjectOf, target, toLocation, url				"The act of physically/electronically taking delivery of an object that has been transferred from an origin to a destination. Reciprocal of SendAction.<br/><br/>

Related actions:<br/><br/>

<ul>
<li><a class=""localLink"" href=""/SendAction"">SendAction</a>: The reciprocal of ReceiveAction.</li>
<li><a class=""localLink"" href=""/TakeAction"">TakeAction</a>: Unlike TakeAction, ReceiveAction does not imply that the ownership has been transferred (e.g. I can receive a package, but it does not mean the package is now mine).</li>
</ul>"
is_a_recipe	recipe	recipe	Recipe	Recipe	HowTo				about, abstract, accessMode, accessModeSufficient, accessibilityAPI, accessibilityControl, accessibilityFeature, accessibilityHazard, accessibilitySummary, accountablePerson, acquireLicensePage, additionalType, aggregateRating, alternateName, alternativeHeadline, archivedAt, assesses, associatedMedia, audience, audio, author, award, awards, character, citation, comment, commentCount, conditionsOfAccess, contentLocation, contentRating, contentReferenceTime, contributor, cookTime, cookingMethod, copyrightHolder, copyrightNotice, copyrightYear, correction, countryOfOrigin, creativeWorkStatus, creator, creditText, dateCreated, dateModified, datePublished, description, disambiguatingDescription, discussionUrl, editEIDR, editor, educationalAlignment, educationalLevel, educationalUse, encoding, encodingFormat, encodings, estimatedCost, exampleOfWork, expires, fileFormat, funder, funding, genre, hasPart, headline, identifier, image, inLanguage, ingredients, interactionStatistic, interactivityType, interpretedAsClaim, isAccessibleForFree, isBasedOn, isBasedOnUrl, isFamilyFriendly, isPartOf, keywords, learningResourceType, license, locationCreated, mainEntity, mainEntityOfPage, maintainer, material, materialExtent, mentions, name, nutrition, offers, pattern, performTime, position, potentialAction, prepTime, producer, provider, publication, publisher, publisherImprint, publishingPrinciples, recipeCategory, recipeCuisine, recipeIngredient, recipeInstructions, recipeYield, recordedAt, releasedEvent, review, reviews, sameAs, schemaVersion, sdDatePublished, sdLicense, sdPublisher, size, sourceOrganization, spatial, spatialCoverage, sponsor, step, steps, subjectOf, suitableForDiet, supply, teaches, temporal, temporalCoverage, text, thumbnailUrl, timeRequired, tool, totalTime, translationOfWork, translator, typicalAgeRange, url, usageInfo, version, video, workExample, workTranslation, yield				A recipe. For dietary restrictions covered by the recipe, a few common restrictions are enumerated via <a class="localLink" href="/suitableForDiet">suitableForDiet</a>. The <a class="localLink" href="/keywords">keywords</a> property can also be used to add more detail.
is_a_recommendation	recommendation	recommendation	Recommendation	Recommendation	Review			https://pending.schema.org	about, abstract, accessMode, accessModeSufficient, accessibilityAPI, accessibilityControl, accessibilityFeature, accessibilityHazard, accessibilitySummary, accountablePerson, acquireLicensePage, additionalType, aggregateRating, alternateName, alternativeHeadline, archivedAt, assesses, associatedClaimReview, associatedMedia, associatedMediaReview, associatedReview, audience, audio, author, award, awards, category, character, citation, comment, commentCount, conditionsOfAccess, contentLocation, contentRating, contentReferenceTime, contributor, copyrightHolder, copyrightNotice, copyrightYear, correction, countryOfOrigin, creativeWorkStatus, creator, creditText, dateCreated, dateModified, datePublished, description, disambiguatingDescription, discussionUrl, editEIDR, editor, educationalAlignment, educationalLevel, educationalUse, encoding, encodingFormat, encodings, exampleOfWork, expires, fileFormat, funder, funding, genre, hasPart, headline, identifier, image, inLanguage, interactionStatistic, interactivityType, interpretedAsClaim, isAccessibleForFree, isBasedOn, isBasedOnUrl, isFamilyFriendly, isPartOf, itemReviewed, keywords, learningResourceType, license, locationCreated, mainEntity, mainEntityOfPage, maintainer, material, materialExtent, mentions, name, negativeNotes, offers, pattern, position, positiveNotes, potentialAction, producer, provider, publication, publisher, publisherImprint, publishingPrinciples, recordedAt, releasedEvent, review, reviewAspect, reviewBody, reviewRating, reviews, sameAs, schemaVersion, sdDatePublished, sdLicense, sdPublisher, size, sourceOrganization, spatial, spatialCoverage, sponsor, subjectOf, teaches, temporal, temporalCoverage, text, thumbnailUrl, timeRequired, translationOfWork, translator, typicalAgeRange, url, usageInfo, version, video, workExample, workTranslation				<a class="localLink" href="/Recommendation">Recommendation</a> is a type of <a class="localLink" href="/Review">Review</a> that suggests or proposes something as the best option or best course of action. Recommendations may be for products or services, or other concrete things, as in the case of a ranked list or product guide. A <a class="localLink" href="/Guide">Guide</a> may list multiple recommendations for different categories. For example, in a <a class="localLink" href="/Guide">Guide</a> about which TVs to buy, the author may have several <a class="localLink" href="/Recommendation">Recommendation</a>s.
is_a_recommended_dose_schedule	recommended_dose_schedule	recommended-dose-schedule	RecommendedDoseSchedule	RecommendedDoseSchedule	DoseSchedule				additionalType, alternateName, code, description, disambiguatingDescription, doseUnit, doseValue, frequency, funding, guideline, identifier, image, legalStatus, mainEntityOfPage, medicineSystem, name, potentialAction, recognizingAuthority, relevantSpecialty, sameAs, study, subjectOf, targetPopulation, url				A recommended dosing schedule for a drug or supplement as prescribed or recommended by an authority or by the drug/supplement's manufacturer. Capture the recommending authority in the recognizingAuthority property of MedicalEntity.
is_a_recruiting	recruiting	recruiting	Recruiting	Recruiting	MedicalStudyStatus	MedicalStudyStatus							Recruiting participants.
is_a_recycling_center	recycling_center	recycling-center	RecyclingCenter	RecyclingCenter	LocalBusiness				actionableFeedbackPolicy, additionalProperty, additionalType, address, aggregateRating, alternateName, alumni, amenityFeature, areaServed, award, awards, branchCode, branchOf, brand, contactPoint, contactPoints, containedIn, containedInPlace, containsPlace, correctionsPolicy, currenciesAccepted, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasCredential, hasDriveThroughService, hasMap, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isAccessibleForFree, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, latitude, legalName, leiCode, location, logo, longitude, mainEntityOfPage, makesOffer, map, maps, maximumAttendeeCapacity, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, openingHours, openingHoursSpecification, ownershipFundingInfo, owns, parentOrganization, paymentAccepted, photo, photos, potentialAction, priceRange, publicAccess, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, smokingAllowed, specialOpeningHoursSpecification, sponsor, subOrganization, subjectOf, taxID, telephone, tourBookingPage, unnamedSourcesPolicy, url, vatID				A recycling center.
is_a_reduced_relevance_for_children_consideration	reduced_relevance_for_children_consideration	reduced-relevance-for-children-consideration	ReducedRelevanceForChildrenConsideration	ReducedRelevanceForChildrenConsideration	AdultOrientedEnumeration	AdultOrientedEnumeration		https://pending.schema.org					A general code for cases where relevance to children is reduced, e.g. adult education, mortgages, retirement-related products, etc.
is_a_refund_type_enumeration	refund_type_enumeration	refund-type-enumeration	RefundTypeEnumeration	RefundTypeEnumeration	Enumeration			https://pending.schema.org					Enumerates several kinds of product return refund types.
is_a_refurbished_condition	refurbished_condition	refurbished-condition	RefurbishedCondition	RefurbishedCondition	OfferItemCondition	OfferItemCondition							Indicates that the item is refurbished.
is_a_register_action	register_action	register-action	RegisterAction	RegisterAction	InteractAction				actionStatus, additionalType, agent, alternateName, description, disambiguatingDescription, endTime, error, identifier, image, instrument, location, mainEntityOfPage, name, object, participant, potentialAction, provider, result, sameAs, startTime, subjectOf, target, url				"The act of registering to be a user of a service, product or web page.<br/><br/>

Related actions:<br/><br/>

<ul>
<li><a class=""localLink"" href=""/JoinAction"">JoinAction</a>: Unlike JoinAction, RegisterAction implies you are registering to be a user of a service, <em>not</em> a group/team of people.</li>
<li><a class=""localLink"" href=""/FollowAction"">FollowAction</a>: Unlike FollowAction, RegisterAction doesn't imply that the agent is expecting to poll for updates from the object.</li>
<li><a class=""localLink"" href=""/SubscribeAction"">SubscribeAction</a>: Unlike SubscribeAction, RegisterAction doesn't imply that the agent is expecting updates from the object.</li>
</ul>"
is_a_registry	registry	registry	Registry	Registry	MedicalObservationalStudyDesign	MedicalObservationalStudyDesign							A registry-based study design.
is_a_reimbursement_cap	reimbursement_cap	reimbursement-cap	ReimbursementCap	ReimbursementCap	DrugCostCategory	DrugCostCategory							The drug's cost represents the maximum reimbursement paid by an insurer for the drug.
is_a_reject_action	reject_action	reject-action	RejectAction	RejectAction	AllocateAction				actionStatus, additionalType, agent, alternateName, description, disambiguatingDescription, endTime, error, identifier, image, instrument, location, mainEntityOfPage, name, object, participant, potentialAction, provider, result, sameAs, startTime, subjectOf, target, url				"The act of rejecting to/adopting an object.<br/><br/>

Related actions:<br/><br/>

<ul>
<li><a class=""localLink"" href=""/AcceptAction"">AcceptAction</a>: The antonym of RejectAction.</li>
</ul>"
is_a_related_topics_health_aspect	related_topics_health_aspect	related-topics-health-aspect	RelatedTopicsHealthAspect	RelatedTopicsHealthAspect	HealthAspectEnumeration	HealthAspectEnumeration		https://pending.schema.org					Other prominent or relevant topics tied to the main topic.
is_a_remix_album	remix_album	remix-album	RemixAlbum	RemixAlbum	MusicAlbumProductionType	MusicAlbumProductionType							RemixAlbum.
is_a_renal	renal	renal	Renal	Renal	MedicalSpecialty	MedicalSpecialty							A specific branch of medical science that pertains to the study of the kidneys and its respective disease states.
is_a_rent_action	rent_action	rent-action	RentAction	RentAction	TradeAction				actionStatus, additionalType, agent, alternateName, description, disambiguatingDescription, endTime, error, identifier, image, instrument, landlord, location, mainEntityOfPage, name, object, participant, potentialAction, price, priceCurrency, priceSpecification, provider, realEstateAgent, result, sameAs, startTime, subjectOf, target, url				The act of giving money in return for temporary use, but not ownership, of an object such as a vehicle or property. For example, an agent rents a property from a landlord in exchange for a periodic payment.
is_a_rental_car_reservation	rental_car_reservation	rental-car-reservation	RentalCarReservation	RentalCarReservation	Reservation				additionalType, alternateName, bookingAgent, bookingTime, broker, description, disambiguatingDescription, dropoffLocation, dropoffTime, identifier, image, mainEntityOfPage, modifiedTime, name, pickupLocation, pickupTime, potentialAction, priceCurrency, programMembershipUsed, provider, reservationFor, reservationId, reservationStatus, reservedTicket, sameAs, subjectOf, totalPrice, underName, url				"A reservation for a rental car.<br/><br/>

Note: This type is for information about actual reservations, e.g. in confirmation emails or HTML pages with individual confirmations of reservations."
is_a_rental_vehicle_usage	rental_vehicle_usage	rental-vehicle-usage	RentalVehicleUsage	RentalVehicleUsage	CarUsageType	CarUsageType		https://auto.schema.org					Indicates the usage of the vehicle as a rental car.
is_a_repayment_specification	repayment_specification	repayment-specification	RepaymentSpecification	RepaymentSpecification	StructuredValue			https://pending.schema.org	additionalType, alternateName, description, disambiguatingDescription, downPayment, earlyPrepaymentPenalty, identifier, image, loanPaymentAmount, loanPaymentFrequency, mainEntityOfPage, name, numberOfLoanPayments, potentialAction, sameAs, subjectOf, url				A structured value representing repayment.
is_a_replace_action	replace_action	replace-action	ReplaceAction	ReplaceAction	UpdateAction				actionStatus, additionalType, agent, alternateName, collection, description, disambiguatingDescription, endTime, error, identifier, image, instrument, location, mainEntityOfPage, name, object, participant, potentialAction, provider, replacee, replacer, result, sameAs, startTime, subjectOf, target, targetCollection, url				The act of editing a recipient by replacing an old object with a new object.
is_a_reply_action	reply_action	reply-action	ReplyAction	ReplyAction	CommunicateAction				about, actionStatus, additionalType, agent, alternateName, description, disambiguatingDescription, endTime, error, identifier, image, inLanguage, instrument, language, location, mainEntityOfPage, name, object, participant, potentialAction, provider, recipient, result, resultComment, sameAs, startTime, subjectOf, target, url				"The act of responding to a question/message asked/sent by the object. Related to <a class=""localLink"" href=""/AskAction"">AskAction</a>.<br/><br/>

Related actions:<br/><br/>

<ul>
<li><a class=""localLink"" href=""/AskAction"">AskAction</a>: Appears generally as an origin of a ReplyAction.</li>
</ul>"
is_a_report	report	report	Report	Report	Article				about, abstract, accessMode, accessModeSufficient, accessibilityAPI, accessibilityControl, accessibilityFeature, accessibilityHazard, accessibilitySummary, accountablePerson, acquireLicensePage, additionalType, aggregateRating, alternateName, alternativeHeadline, archivedAt, articleBody, articleSection, assesses, associatedMedia, audience, audio, author, award, awards, backstory, character, citation, comment, commentCount, conditionsOfAccess, contentLocation, contentRating, contentReferenceTime, contributor, copyrightHolder, copyrightNotice, copyrightYear, correction, countryOfOrigin, creativeWorkStatus, creator, creditText, dateCreated, dateModified, datePublished, description, disambiguatingDescription, discussionUrl, editEIDR, editor, educationalAlignment, educationalLevel, educationalUse, encoding, encodingFormat, encodings, exampleOfWork, expires, fileFormat, funder, funding, genre, hasPart, headline, identifier, image, inLanguage, interactionStatistic, interactivityType, interpretedAsClaim, isAccessibleForFree, isBasedOn, isBasedOnUrl, isFamilyFriendly, isPartOf, keywords, learningResourceType, license, locationCreated, mainEntity, mainEntityOfPage, maintainer, material, materialExtent, mentions, name, offers, pageEnd, pageStart, pagination, pattern, position, potentialAction, producer, provider, publication, publisher, publisherImprint, publishingPrinciples, recordedAt, releasedEvent, reportNumber, review, reviews, sameAs, schemaVersion, sdDatePublished, sdLicense, sdPublisher, size, sourceOrganization, spatial, spatialCoverage, speakable, sponsor, subjectOf, teaches, temporal, temporalCoverage, text, thumbnailUrl, timeRequired, translationOfWork, translator, typicalAgeRange, url, usageInfo, version, video, wordCount, workExample, workTranslation				A Report generated by governmental or non-governmental organization.
is_a_reportage_news_article	reportage_news_article	reportage-news-article	ReportageNewsArticle	ReportageNewsArticle	NewsArticle			https://pending.schema.org	about, abstract, accessMode, accessModeSufficient, accessibilityAPI, accessibilityControl, accessibilityFeature, accessibilityHazard, accessibilitySummary, accountablePerson, acquireLicensePage, additionalType, aggregateRating, alternateName, alternativeHeadline, archivedAt, articleBody, articleSection, assesses, associatedMedia, audience, audio, author, award, awards, backstory, character, citation, comment, commentCount, conditionsOfAccess, contentLocation, contentRating, contentReferenceTime, contributor, copyrightHolder, copyrightNotice, copyrightYear, correction, countryOfOrigin, creativeWorkStatus, creator, creditText, dateCreated, dateModified, datePublished, dateline, description, disambiguatingDescription, discussionUrl, editEIDR, editor, educationalAlignment, educationalLevel, educationalUse, encoding, encodingFormat, encodings, exampleOfWork, expires, fileFormat, funder, funding, genre, hasPart, headline, identifier, image, inLanguage, interactionStatistic, interactivityType, interpretedAsClaim, isAccessibleForFree, isBasedOn, isBasedOnUrl, isFamilyFriendly, isPartOf, keywords, learningResourceType, license, locationCreated, mainEntity, mainEntityOfPage, maintainer, material, materialExtent, mentions, name, offers, pageEnd, pageStart, pagination, pattern, position, potentialAction, printColumn, printEdition, printPage, printSection, producer, provider, publication, publisher, publisherImprint, publishingPrinciples, recordedAt, releasedEvent, review, reviews, sameAs, schemaVersion, sdDatePublished, sdLicense, sdPublisher, size, sourceOrganization, spatial, spatialCoverage, speakable, sponsor, subjectOf, teaches, temporal, temporalCoverage, text, thumbnailUrl, timeRequired, translationOfWork, translator, typicalAgeRange, url, usageInfo, version, video, wordCount, workExample, workTranslation				"The <a class=""localLink"" href=""/ReportageNewsArticle"">ReportageNewsArticle</a> type is a subtype of <a class=""localLink"" href=""/NewsArticle"">NewsArticle</a> representing
 news articles which are the result of journalistic news reporting conventions.<br/><br/>

In practice many news publishers produce a wide variety of article types, many of which might be considered a <a class=""localLink"" href=""/NewsArticle"">NewsArticle</a> but not a <a class=""localLink"" href=""/ReportageNewsArticle"">ReportageNewsArticle</a>. For example, opinion pieces, reviews, analysis, sponsored or satirical articles, or articles that combine several of these elements.<br/><br/>

The <a class=""localLink"" href=""/ReportageNewsArticle"">ReportageNewsArticle</a> type is based on a stricter ideal for ""news"" as a work of journalism, with articles based on factual information either observed or verified by the author, or reported and verified from knowledgeable sources.  This often includes perspectives from multiple viewpoints on a particular issue (distinguishing news reports from public relations or propaganda).  News reports in the <a class=""localLink"" href=""/ReportageNewsArticle"">ReportageNewsArticle</a> sense de-emphasize the opinion of the author, with commentary and value judgements typically expressed elsewhere.<br/><br/>

A <a class=""localLink"" href=""/ReportageNewsArticle"">ReportageNewsArticle</a> which goes deeper into analysis can also be marked with an additional type of <a class=""localLink"" href=""/AnalysisNewsArticle"">AnalysisNewsArticle</a>."
is_a_reported_dose_schedule	reported_dose_schedule	reported-dose-schedule	ReportedDoseSchedule	ReportedDoseSchedule	DoseSchedule				additionalType, alternateName, code, description, disambiguatingDescription, doseUnit, doseValue, frequency, funding, guideline, identifier, image, legalStatus, mainEntityOfPage, medicineSystem, name, potentialAction, recognizingAuthority, relevantSpecialty, sameAs, study, subjectOf, targetPopulation, url				A patient-reported or observed dosing schedule for a drug or supplement.
is_a_research_organization	research_organization	research-organization	ResearchOrganization	ResearchOrganization	Organization			https://pending.schema.org	actionableFeedbackPolicy, additionalType, address, aggregateRating, alternateName, alumni, areaServed, award, awards, brand, contactPoint, contactPoints, correctionsPolicy, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, globalLocationNumber, hasCredential, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, legalName, leiCode, location, logo, mainEntityOfPage, makesOffer, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, ownershipFundingInfo, owns, parentOrganization, potentialAction, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, sponsor, subOrganization, subjectOf, taxID, telephone, unnamedSourcesPolicy, url, vatID				A Research Organization (e.g. scientific institute, research company).
is_a_research_project	research_project	research-project	ResearchProject	ResearchProject	Project			https://pending.schema.org	actionableFeedbackPolicy, additionalType, address, aggregateRating, alternateName, alumni, areaServed, award, awards, brand, contactPoint, contactPoints, correctionsPolicy, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, globalLocationNumber, hasCredential, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, legalName, leiCode, location, logo, mainEntityOfPage, makesOffer, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, ownershipFundingInfo, owns, parentOrganization, potentialAction, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, sponsor, subOrganization, subjectOf, taxID, telephone, unnamedSourcesPolicy, url, vatID				A Research project.
is_a_researcher	researcher	researcher	Researcher	Researcher	Audience				additionalType, alternateName, audienceType, description, disambiguatingDescription, geographicArea, identifier, image, mainEntityOfPage, name, potentialAction, sameAs, subjectOf, url				Researchers.
is_a_reservation	reservation	reservation	Reservation	Reservation	Intangible				additionalType, alternateName, bookingAgent, bookingTime, broker, description, disambiguatingDescription, identifier, image, mainEntityOfPage, modifiedTime, name, potentialAction, priceCurrency, programMembershipUsed, provider, reservationFor, reservationId, reservationStatus, reservedTicket, sameAs, subjectOf, totalPrice, underName, url	BoatReservation, BusReservation, EventReservation, FlightReservation, FoodEstablishmentReservation, LodgingReservation, RentalCarReservation, ReservationPackage, TaxiReservation, TrainReservation			"Describes a reservation for travel, dining or an event. Some reservations require tickets. <br/><br/>

Note: This type is for information about actual reservations, e.g. in confirmation emails or HTML pages with individual confirmations of reservations. For offers of tickets, restaurant reservations, flights, or rental cars, use <a class=""localLink"" href=""/Offer"">Offer</a>."
is_a_reservation_cancelled	reservation_cancelled	reservation-cancelled	ReservationCancelled	ReservationCancelled	ReservationStatusType	ReservationStatusType							The status for a previously confirmed reservation that is now cancelled.
is_a_reservation_confirmed	reservation_confirmed	reservation-confirmed	ReservationConfirmed	ReservationConfirmed	ReservationStatusType	ReservationStatusType							The status of a confirmed reservation.
is_a_reservation_hold	reservation_hold	reservation-hold	ReservationHold	ReservationHold	ReservationStatusType	ReservationStatusType							The status of a reservation on hold pending an update like credit card number or flight changes.
is_a_reservation_package	reservation_package	reservation-package	ReservationPackage	ReservationPackage	Reservation				additionalType, alternateName, bookingAgent, bookingTime, broker, description, disambiguatingDescription, identifier, image, mainEntityOfPage, modifiedTime, name, potentialAction, priceCurrency, programMembershipUsed, provider, reservationFor, reservationId, reservationStatus, reservedTicket, sameAs, subReservation, subjectOf, totalPrice, underName, url				A group of multiple reservations with common values for all sub-reservations.
is_a_reservation_pending	reservation_pending	reservation-pending	ReservationPending	ReservationPending	ReservationStatusType	ReservationStatusType							The status of a reservation when a request has been sent, but not confirmed.
is_a_reservation_status_type	reservation_status_type	reservation-status-type	ReservationStatusType	ReservationStatusType	StatusEnumeration								Enumerated status values for Reservation.
