domainIncludes	has_label_snail	rangeIncludes	label_snail	label-dash	label	isPartOf	subPropertyOf	equivalentProperty	subproperties	inverseOf	supersedes	supersededBy	comment
ParcelDelivery	has_part_of_order	Order	part_of_order	part-of-order	partOfOrder								The overall order the items in this delivery were included in.
Invoice	is_referencing_order	Order	is_referencing_order	references-order	referencesOrder								The Order(s) related to this Invoice. One or more Orders may be combined into a single Invoice.
"Order, OrderItem"	has_ordered_item	"OrderItem, Product, Service"	ordered_item	ordered-item	orderedItem								The item ordered.
OrderItem	has_order_item_status	OrderStatus	order_item_status	order-item-status	orderItemStatus								The current status of the order item.
Order	has_order_status	OrderStatus	order_status	order-status	orderStatus								The current status of the order.
Person	has_affiliation	Organization	affiliation	affiliation	affiliation		memberOf						"An organization that this person is affiliated with. For example, a school/university, a club, or a team."
MediaSubscription	has_authenticator	Organization	authenticator	authenticator	authenticator								"The Organization responsible for authenticating the user's subscription. For example, many media apps require a cable/satellite provider to authenticate your subscription before playing media."
LocalBusiness	has_branch_of	Organization	branch_of	branch-of	branchOf							parentOrganization	"The larger organization that this local business is a branch of, if any. Not to be confused with (anatomical) <a class=""localLink"" href=""/branch"">branch</a>."
BroadcastService	has_broadcast_affiliate_of	Organization	broadcast_affiliate_of	broadcast-affiliate-of	broadcastAffiliateOf								The media network(s) whose content is broadcast on this station.
BroadcastService	has_broadcaster	Organization	broadcaster	broadcaster	broadcaster								The organization owning or operating the broadcast service.
"Flight, ParcelDelivery"	has_carrier	Organization	carrier	carrier	carrier							provider	'carrier' is an out-dated term indicating the 'provider' for parcel delivery and flights.
Organization	has_department	Organization	department	department	department								"A relationship between an organization and a department of that organization, also described as an organization (allowing different urls, logos, opening hours). For example: a store with a pharmacy, or a bakery with a cafe."
JobPosting	has_employment_unit	Organization	employment_unit	employment-unit	employmentUnit	pending:							"Indicates the department, unit and/or facility where the employee reports and/or in which the job is to be performed."
ProgramMembership	has_hosting_organization	Organization	hosting_organization	hosting-organization	hostingOrganization								"The organization (airline, travelers' club, etc.) the membership is made with."
"Permit, Ticket"	has_issued_by	Organization	issued_by	issued-by	issuedBy								The organization issuing the ticket or permit.
Product	has_manufacturer	Organization	manufacturer	manufacturer	manufacturer								The manufacturer of the product.
Organization	has_parent_organization	Organization	parent_organization	parent-organization	parentOrganization					subOrganization	branchOf		"The larger organization that this organization is a <a class=""localLink"" href=""/subOrganization"">subOrganization</a> of, if any."
"CreativeWorkSeason, Episode, MediaObject, Movie, MovieSeries, RadioSeries, TVSeries, VideoGameSeries"	has_production_company	Organization	production_company	production-company	productionCompany								"The production company or studio responsible for the item, e.g. series, video game, episode etc."
CreativeWork	has_publisher_imprint	Organization	publisher_imprint	publisher-imprint	publisherImprint	https://bib.schema.org							The publishing division which published the comic.
EducationalOccupationalCredential	has_recognized_by	Organization	recognized_by	recognized-by	recognizedBy	pending:							"An organization that acknowledges the validity, value or utility of a credential. Note: recognition may include a process of quality assurance or accreditation."
MedicalEntity	has_recognizing_authority	Organization	recognizing_authority	recognizing-authority	recognizingAuthority								"If applicable, the organization that officially recognizes this entity as part of its endorsed system of medicine."
MusicRelease	has_record_label	Organization	record_label	record-label	recordLabel			http://purl.org/ontology/mo/label					The label that issued the release.
GovernmentService	has_service_operator	Organization	service_operator	service-operator	serviceOperator								"The operating organization, if different from the provider.  This enables the representation of services that are provided by an organization, but operated by another organization like a subcontractor."
CreativeWork	has_source_organization	Organization	source_organization	source-organization	sourceOrganization								The Organization on whose behalf the creator was working.
Organization	has_sub_organization	Organization	sub_organization	sub-organization	subOrganization					parentOrganization			"A relationship between two organizations where the first includes the second, e.g., as a subsidiary. See also: the more specific 'department' property."
Person	has_works_for	Organization	works_for	works-for	worksFor								Organizations that the person works for.
OwnershipInfo	has_acquired_from	"Organization, Person"	acquired_from	acquired-from	acquiredFrom								The organization or person from which the product was acquired.
Action	has_agent	"Organization, Person"	agent	agent	agent								The direct performer or driver of the action (animate or inanimate). E.g. <em>John</em> wrote a book.
Event	has_attendee	"Organization, Person"	attendee	attendee	attendee						attendees		A person or organization attending the event.
Event	has_attendees	"Organization, Person"	attendees	attendees	attendees							attendee	A person attending the event.
"CreativeWork, Rating"	has_author	"Organization, Person"	author	author	author								The author of this content or rating. Please note that author is special in that HTML 5 provides a special mechanism for indicating authorship via the rel tag. That is equivalent to this and may be used interchangeably.
Reservation	has_booking_agent	"Organization, Person"	booking_agent	booking-agent	bookingAgent							broker	'bookingAgent' is an out-dated term indicating a 'broker' that serves as a booking agent.
"Invoice, Order, Reservation, Service"	has_broker	"Organization, Person"	broker	broker	broker						bookingAgent		"An entity that arranges for an exchange between a buyer and a seller.  In most cases a broker never acquires or releases ownership of a product or service involved in an exchange.  If it is not clear whether an entity is a broker, seller, or buyer, the latter two terms are preferred."
SellAction	has_buyer	"Organization, Person"	buyer	buyer	buyer		participant						A sub property of participant. The participant/person/organization that bought the object.
Claim	has_claim_interpreter	"Organization, Person"	claim_interpreter	claim-interpreter	claimInterpreter	pending:							"For a <a class=""localLink"" href=""/Claim"">Claim</a> interpreted from <a class=""localLink"" href=""/MediaObject"">MediaObject</a> content
    sed to indicate a claim contained, implied or refined from the content of a <a class=""localLink"" href=""/MediaObject"">MediaObject</a>."
"Event, MusicComposition"	has_composer	"Organization, Person"	composer	composer	composer								"The person or organization who wrote a composition, or who is the composer of a work performed at some event."
"CreativeWork, Event"	has_contributor	"Organization, Person"	contributor	contributor	contributor								A secondary contributor to the CreativeWork or Event.
CreativeWork	has_copyright_holder	"Organization, Person"	copyright_holder	copyright-holder	copyrightHolder								The party holding the legal copyright to the CreativeWork.
"CreativeWork, UserComments"	has_creator	"Organization, Person"	creator	creator	creator				legislationPassedBy				The creator/author of this CreativeWork. This is the same as the Author property for CreativeWork.
MusicRelease	has_credited_to	"Organization, Person"	credited_to	credited-to	creditedTo								"The group the release is credited to if different than the byArtist. For example, Red and Blue is credited to ""Stefani Germanotta Band"", but by Lady Gaga."
"Invoice, Order"	has_customer	"Organization, Person"	customer	customer	customer								Party placing the order or paying the invoice.
EndorseAction	has_endorsee	"Organization, Person"	endorsee	endorsee	endorsee		participant						A sub property of participant. The person/organization being supported.
Diet	has_endorsers	"Organization, Person"	endorsers	endorsers	endorsers								People or organizations that endorse the plan.
FollowAction	has_followee	"Organization, Person"	followee	followee	followee		object						A sub property of object. The person or organization being followed.
"CreativeWork, Event, Grant, MonetaryGrant, Organization, Person"	has_funder	"Organization, Person"	funder	funder	funder		sponsor						A person or organization that supports (sponsors) something through some kind of financial contribution.
JobPosting	has_hiring_organization	"Organization, Person"	hiring_organization	hiring-organization	hiringOrganization								Organization or Person offering the job position.
RentAction	has_landlord	"Organization, Person"	landlord	landlord	landlord		participant						A sub property of participant. The owner of the real estate property.
Legislation	has_legislation_passed_by	"Organization, Person"	legislation_passed_by	legislation-passed-by	legislationPassedBy	pending:	creator	http://data.europa.eu/eli/ontology#passed_by					"The person or organization that originally passed or made the law: typically parliament (for primary legislation) or government (for secondary legislation). This indicates the ""legal author"" of the law, as opposed to its physical author."
Legislation	has_legislation_responsible	"Organization, Person"	legislation_responsible	legislation-responsible	legislationResponsible	pending:		http://data.europa.eu/eli/ontology#responsibility_of					"An individual or organization that has some kind of responsibility for the legislation. Typically the ministry who is/was in charge of elaborating the legislation, or the adressee for potential questions about the legislation once it is published."
BorrowAction	has_lender	"Organization, Person"	lender	lender	lender		participant						A sub property of participant. The person that lends the object being borrowed.
CreativeWork	has_maintainer	"Organization, Person"	maintainer	maintainer	maintainer	pending:							"A maintainer of a <a class=""localLink"" href=""/Dataset"">Dataset</a>, software package (<a class=""localLink"" href=""/SoftwareApplication"">SoftwareApplication</a>), or other <a class=""localLink"" href=""/Project"">Project</a>. A maintainer is a <a class=""localLink"" href=""/Person"">Person</a> or <a class=""localLink"" href=""/Organization"">Organization</a> that manages contributions to, and/or publication of, some (typically complex) artifact. It is common for distributions of software and data to be based on ""upstream"" sources. When <a class=""localLink"" href=""/maintainer"">maintainer</a> is applied to a specific version of something e.g. a particular version or packaging of a <a class=""localLink"" href=""/Dataset"">Dataset</a>, it is always  possible that the upstream source has a different maintainer. The <a class=""localLink"" href=""/isBasedOn"">isBasedOn</a> property can be used to indicate such relationships between datasets to make the different maintenance roles clear. Similarly in the case of software, a package may have dedicated maintainers working on integration into software distributions such as Ubuntu, as well as upstream maintainers of the underlying work."
"Organization, ProgramMembership"	has_member	"Organization, Person"	member	member	member					memberOf	"members, musicGroupMember"		A member of an Organization or a ProgramMembership. Organizations can be members of organizations; ProgramMembership is typically for individuals.
"Organization, ProgramMembership"	has_members	"Organization, Person"	members	members	members							member	A member of this organization.
Order	has_merchant	"Organization, Person"	merchant	merchant	merchant							seller	'merchant' is an out-dated term for 'seller'.
Offer	has_offered_by	"Organization, Person"	offered_by	offered-by	offeredBy					makesOffer			A pointer to the organization or person making the offer.
Event	has_organizer	"Organization, Person"	organizer	organizer	organizer								An organizer of an Event.
Action	has_participant	"Organization, Person"	participant	participant	participant				"borrower, buyer, endorsee, landlord, lender, loser, opponent, realEstateAgent, recipient, seller, sender, sportsTeam, vendor, winner"				Other co-agents that participated in the action indirectly. E.g. John wrote a book with <em>Steve</em>.
Event	has_performer	"Organization, Person"	performer	performer	performer						performers		"A performer at the event&#x2014;for example, a presenter, musician, musical group or actor."
Event	has_performers	"Organization, Person"	performers	performers	performers							performer	"The main performer or performers of the event&#x2014;for example, a presenter, musician, or actor."
CreativeWork	has_producer	"Organization, Person"	producer	producer	producer								"The person or organization who produced the work (e.g. music album, movie, TV/radio series etc.)."
"Action, CreativeWork, EducationalOccupationalProgram, Invoice, ParcelDelivery, Reservation, Service, Trip"	has_provider	"Organization, Person"	provider	provider	provider	pending:					carrier		"The service provider, service operator, or service performer; the goods producer. Another party (a seller) may offer those services or goods on behalf of the provider. A provider may also serve as the seller."
PublicationEvent	has_published_by	"Organization, Person"	published_by	published-by	publishedBy	https://bib.schema.org							An agent associated with the publication event.
CreativeWork	has_publisher	"Organization, Person"	publisher	publisher	publisher								The publisher of the creative work.
WebPage	has_reviewed_by	"Organization, Person"	reviewed_by	reviewed-by	reviewedBy								People or organizations that have reviewed the content on this web page for accuracy and/or completeness.
CreativeWork	has_sd_publisher	"Organization, Person"	sd_publisher	sd-publisher	sdPublisher	pending:							"Indicates the party responsible for generating and publishing the current structured data markup, typically in cases where the structured data is derived automatically from existing published content but published on a different site. For example, student projects and open data initiatives often re-publish existing content with more explicitly structured metadata. The
<a class=""localLink"" href=""/sdPublisher"">sdPublisher</a> property helps make such practices more explicit."
"BuyAction, Demand, Flight, Offer, Order"	has_seller	"Organization, Person"	seller	seller	seller		participant				"merchant, vendor"		An entity which offers (sells / leases / lends / loans) the services / goods.  A seller may also be a provider.
Quotation	has_spoken_by_character	"Organization, Person"	spoken_by_character	spoken-by-character	spokenByCharacter	pending:							"The (e.g. fictional) character, Person or Organization to whom the quotation is attributed within the containing CreativeWork."
"CreativeWork, Event, Grant, MedicalStudy, Organization, Person"	has_sponsor	"Organization, Person"	sponsor	sponsor	sponsor				funder				"A person or organization that supports a thing through a pledge, promise, or financial contribution. E.g. a sponsor of a Medical Study or a corporate sponsor of an event."
"CreativeWork, Event"	has_translator	"Organization, Person"	translator	translator	translator								"Organization or person who adapts a creative work to different languages, regional differences and technical requirements of a target market, or that translates during some event."
"Reservation, Ticket"	has_under_name	"Organization, Person"	under_name	under-name	underName								The person or organization the reservation or ticket is for.
BuyAction	has_vendor	"Organization, Person"	vendor	vendor	vendor		participant					seller	'vendor' is an earlier term for 'seller'.
"Organization, Person"	has_member_of	"Organization, ProgramMembership"	member_of	member-of	memberOf				affiliation	member			An Organization (or ProgramMembership) to which this Person or Organization belongs.
"Organization, Person"	has_owns	"OwnershipInfo, Product"	owns	owns	owns								Products owned by the organization or person.
"Order, OrderItem"	has_order_delivery	ParcelDelivery	order_delivery	order-delivery	orderDelivery								The delivery of the parcel related to this order or order item.
PaymentChargeSpecification	is_applying_to_payment_method	PaymentMethod	is_applying_to_payment_method	applies-to-payment-method	appliesToPaymentMethod								The payment method(s) to which the payment charge specification applies.
"Invoice, Order"	has_payment_method	PaymentMethod	payment_method	payment-method	paymentMethod								The name of the credit card or other method of payment for the order.
Invoice	has_payment_status	"PaymentStatusType, Text"	payment_status	payment-status	paymentStatus								The status of payment; whether the invoice has been paid or not.
CreativeWork	has_accountable_person	Person	accountable_person	accountable-person	accountablePerson								Specifies the Person that is legally accountable for the CreativeWork.
"Clip, CreativeWorkSeason, Episode, Event, Movie, MovieSeries, PodcastSeries, RadioSeries, TVSeries, VideoGame, VideoGameSeries, VideoObject"	has_actor	Person	actor	actor	actor				readBy		actors		"An actor, e.g. in TV, radio, movie, video games etc., or in an event. Actors can be associated with individual items or with a series, episode, clip."
"Clip, Episode, Movie, MovieSeries, RadioSeries, TVSeries, VideoGame, VideoGameSeries, VideoObject"	has_actors	Person	actors	actors	actors							actor	"An actor, e.g. in TV, radio, movie, video games etc. Actors can be associated with individual items or with a series, episode, clip."
"EducationalOrganization, Organization"	has_alumni	Person	alumni	alumni	alumni					alumniOf			Alumni of an organization.
"ComicIssue, ComicStory, VisualArtwork"	has_artist	Person	artist	artist	artist	https://bib.schema.org							"The primary artist for a work
        in a medium other than pencils or digital line art--for example, if the
        primary artwork is done in watercolors or digital paints."
SportsTeam	has_athlete	Person	athlete	athlete	athlete								A person that acts as performing member of a sports team; a player as opposed to a coach.
LendAction	has_borrower	Person	borrower	borrower	borrower		participant						A sub property of participant. The person that borrows the object being lent.
VoteAction	has_candidate	Person	candidate	candidate	candidate		object						A sub property of object. The candidate subject of this action.
CreativeWork	has_character	Person	character	character	character								Fictional person connected with a creative work.
Person	has_children	Person	children	children	children								A child of the person.
SportsTeam	has_coach	Person	coach	coach	coach								A person that acts in a coaching role for a sports team.
Person	has_colleagues	Person	colleagues	colleagues	colleagues							colleague	A colleague of the person.
"ComicIssue, ComicStory, VisualArtwork"	has_colorist	Person	colorist	colorist	colorist	https://bib.schema.org							The individual who adds color to inked drawings.
"Clip, CreativeWorkSeason, Episode, Event, Movie, MovieSeries, RadioSeries, TVSeries, VideoGame, VideoGameSeries, VideoObject"	has_director	Person	director	director	director						directors		"A director of e.g. TV, radio, movie, video gaming etc. content, or of an event. Directors can be associated with individual items or with a series, episode, clip."
"Clip, Episode, Movie, MovieSeries, RadioSeries, TVSeries, VideoGame, VideoGameSeries, VideoObject"	has_directors	Person	directors	directors	directors							director	"A director of e.g. TV, radio, movie, video games etc. content. Directors can be associated with individual items or with a series, episode, clip."
CreativeWork	has_editor	Person	editor	editor	editor								Specifies the Person who edited the CreativeWork.
Organization	has_employee	Person	employee	employee	employee						employees		Someone working for this organization.
Organization	has_employees	Person	employees	employees	employees							employee	People working for this organization.
Person	has_follows	Person	follows	follows	follows								The most generic uni-directional social relation.
Organization	has_founder	Person	founder	founder	founder						founders		A person who founded this organization.
Organization	has_founders	Person	founders	founders	founders							founder	A person who founded this organization.
Book	has_illustrator	Person	illustrator	illustrator	illustrator								The illustrator of the book.
"ComicIssue, ComicStory, VisualArtwork"	has_inker	Person	inker	inker	inker	https://bib.schema.org							The individual who traces over the pencil drawings in ink after pencils are complete.
CourseInstance	has_instructor	Person	instructor	instructor	instructor								"A person assigned to instruct or provide instructional assistance for the <a class=""localLink"" href=""/CourseInstance"">CourseInstance</a>."
Person	has_knows	Person	knows	knows	knows								The most generic bi-directional social/work relation.
"ComicIssue, ComicStory, VisualArtwork"	has_letterer	Person	letterer	letterer	letterer	https://bib.schema.org							"The individual who adds lettering, including speech balloons and sound effects, to artwork."
WinAction	has_loser	Person	loser	loser	loser		participant						A sub property of participant. The loser of the action.
MusicComposition	has_lyricist	Person	lyricist	lyricist	lyricist								The person who wrote the words.
MusicGroup	has_music_group_member	Person	music_group_member	music-group-member	musicGroupMember							member	"A member of a music group&#x2014;for example, John, Paul, George, or Ringo."
ExerciseAction	has_opponent	Person	opponent	opponent	opponent		participant						A sub property of participant. The opponent on this action.
Person	has_parent	Person	parent	parent	parent						parents		A parent of this person.
Person	has_parents	Person	parents	parents	parents							parent	A parents of the person.
"ComicIssue, ComicStory, VisualArtwork"	has_penciler	Person	penciler	penciler	penciler	https://bib.schema.org							The individual who draws the primary narrative artwork.
Audiobook	has_read_by	Person	read_by	read-by	readBy	https://bib.schema.org	actor						A person who reads (performs) the audiobook.
Person	has_related_to	Person	related_to	related-to	relatedTo								The most generic familial relation.
Person	has_sibling	Person	sibling	sibling	sibling						siblings		A sibling of the person.
Person	has_siblings	Person	siblings	siblings	siblings							sibling	A sibling of the person.
Person	has_spouse	Person	spouse	spouse	spouse								The person's spouse.
LoseAction	has_winner	Person	winner	winner	winner		participant						A sub property of participant. The winner of the action.
SportsEvent	has_away_team	"Person, SportsTeam"	away_team	away-team	awayTeam		competitor						The away team in a sports event.
SportsEvent	has_competitor	"Person, SportsTeam"	competitor	competitor	competitor				"awayTeam, homeTeam"				A competitor in a sports event.
SportsEvent	has_home_team	"Person, SportsTeam"	home_team	home-team	homeTeam		competitor						The home team in a sports event.
Person	has_colleague	"Person, URL"	colleague	colleague	colleague						colleagues		A colleague of the person.
MedicalSign	has_identifying_exam	PhysicalExam	identifying_exam	identifying-exam	identifyingExam								A physical examination that can identify this sign.
UnitPriceSpecification	has_price_component_type	PriceComponentTypeEnumeration	price_component_type	price-component-type	priceComponentType	pending:							"Identifies a price component (for example, a line item on an invoice), part of the total price for an offer."
"Demand, Offer, PriceSpecification"	has_eligible_transaction_volume	PriceSpecification	eligible_transaction_volume	eligible-transaction-volume	eligibleTransactionVolume								"The transaction volume, in a monetary unit, for which the offer or price specification is valid, e.g. for indicating a minimal purchasing volume, to express free shipping above a certain order volume, or to limit the acceptance of credit cards to purchases to a certain minimal amount."
HealthPlanCostSharingSpecification	has_health_plan_copay	PriceSpecification	health_plan_copay	health-plan-copay	healthPlanCopay	pending:							The copay amount.
"Demand, Offer, TradeAction"	has_price_specification	PriceSpecification	price_specification	price-specification	priceSpecification								"One or more detailed price specifications, indicating the unit price and delivery or payment charges."
"CompoundPriceSpecification, UnitPriceSpecification"	has_price_type	"PriceTypeEnumeration, Text"	price_type	price-type	priceType								"Defines the type of a price specified for an offered product, for example a list price, a (temporary) sale price or a manufacturer suggested retail price. If multiple prices are specified for an offer the <a class=""localLink"" href=""/priceType"">priceType</a> property can be used to identify the type of each such specified price. The value of priceType can be specified as a value from enumeration PriceTypeEnumeration or as a free form text string for price types that are not already predefined in PriceTypeEnumeration."
ProductGroup	has_variant	Product	has_variant	has-variant	hasVariant	pending:				isVariantOf			"Indicates a <a class=""localLink"" href=""/Product"">Product</a> that is a member of this <a class=""localLink"" href=""/ProductGroup"">ProductGroup</a> (or <a class=""localLink"" href=""/ProductModel"">ProductModel</a>)."
Product	is_accessory_or_spare_part_for	Product	is_accessory_or_spare_part_for	is-accessory-or-spare-part-for	isAccessoryOrSparePartFor								A pointer to another product (or multiple products) for which this product is an accessory or spare part.
Product	is_consumable_for	Product	is_consumable_for	is-consumable-for	isConsumableFor								A pointer to another product (or multiple products) for which this product is a consumable.
ParcelDelivery	has_item_shipped	Product	item_shipped	item-shipped	itemShipped								Item(s) being shipped.
"Product, Service"	is_related_to	"Product, Service"	is_related_to	is-related-to	isRelatedTo								"A pointer to another, somehow related product (or multiple products)."
"Product, Service"	is_similar_to	"Product, Service"	is_similar_to	is-similar-to	isSimilarTo								"A pointer to another, functionally similar product (or multiple products)."
"OwnershipInfo, TypeAndQuantityNode"	has_type_of_good	"Product, Service"	type_of_good	type-of-good	typeOfGood								The product that this structured value is referring to.
ContactPoint	has_product_supported	"Product, Text"	product_supported	product-supported	productSupported								"The product or service this support contact point is related to (such as product support for a particular product line). This can be a specific product or product line (e.g. ""iPhone"") or a general category of products or services (e.g. ""smartphones"")."
"CreativeWork, Product"	has_material	"Product, Text, URL"	material	material	material				"artMedium, surface"				"A material that something is made from, e.g. leather, wool, cotton, paper."
"Product, ProductModel"	is_variant_of	"ProductGroup, ProductModel"	is_variant_of	is-variant-of	isVariantOf					hasVariant			"Indicates the kind of product that this is a variant of. In the case of <a class=""localLink"" href=""/ProductModel"">ProductModel</a>, this is a pointer (from a ProductModel) to a base product from which this product is a variant. It is safe to infer that the variant inherits all product features from the base model, unless defined locally. This is not transitive. In the case of a <a class=""localLink"" href=""/ProductGroup"">ProductGroup</a>, the group description also serves as a template, representing a set of Products that vary on explicitly defined, specific dimensions only (so it defines both a set of variants, as well as which values distinguish amongst those variants). When used with <a class=""localLink"" href=""/ProductGroup"">ProductGroup</a>, this property can apply to any <a class=""localLink"" href=""/Product"">Product</a> included in the group."
ProductModel	has_predecessor_of	ProductModel	predecessor_of	predecessor-of	predecessorOf								"A pointer from a previous, often discontinued variant of the product to its newer variant."
ProductModel	has_successor_of	ProductModel	successor_of	successor-of	successorOf								"A pointer from a newer variant of a product  to its previous, often discontinued predecessor."
Product	has_model	"ProductModel, Text"	model	model	model								The model of the product. Use with the URL of a ProductModel or a textual representation of the model identifier. The URL of the ProductModel can be from an external source. It is recommended to additionally provide strong product identifiers via the gtin8/gtin13/gtin14 and mpn properties.
Reservation	has_program_membership_used	ProgramMembership	program_membership_used	program-membership-used	programMembershipUsed								"Any membership in a frequent flyer, hotel loyalty program, etc. being applied to the reservation."
Property	has_inverse_of	Property	inverse_of	inverse-of	inverseOf	https://meta.schema.org							"Relates a property to a property that is its inverse. Inverse properties relate the same pairs of items to each other, but in reversed direction. For example, the 'alumni' and 'alumniOf' properties are inverseOf each other. Some properties don't have explicit inverses; in these situations RDFa and JSON-LD syntax for reverse properties can be used."
Observation	has_measured_property	Property	measured_property	measured-property	measuredProperty	pending:							"The measuredProperty of an <a class=""localLink"" href=""/Observation"">Observation</a>, either a schema.org property, a property from other RDF-compatible systems, e.g. W3C RDF Data Cube, or schema.org extensions such as <a href=""https://www.gs1.org/voc/?show=properties"">GS1's</a>."
"MerchantReturnPolicy, Place, Product, QualitativeValue, QuantitativeValue"	has_additional_property	PropertyValue	additional_property	additional-property	additionalProperty								"A property-value pair representing an additional characteristic of the entity, e.g. a product feature or another characteristic for which there is no matching property in schema.org.<br/><br/>

Note: Publishers should be aware that applications designed to use specific schema.org properties (e.g. width, color, gtin13, ...) will typically expect such data to be provided using those properties, rather than using the generic property/value mechanism."
ImageObject	has_exif_data	"PropertyValue, Text"	exif_data	exif-data	exifData								exif data for this object.
Dataset	has_variable_measured	"PropertyValue, Text"	variable_measured	variable-measured	variableMeasured	pending:							"The variableMeasured property can indicate (repeated as necessary) the  variables that are measured in some dataset, either described as text or as pairs of identifier and description using PropertyValue."
BioChemEntity	has_representation	"PropertyValue, Text, URL"	has_representation	has-representation	hasRepresentation	pending:			"hasBioPolymerSequence, inChI, inChIKey, smiles"				A common representation such as a protein sequence or chemical structure for this entity. For images use schema.org/image.
Thing	has_identifier	"PropertyValue, Text, URL"	identifier	identifier	identifier			dc:identifier	"accountId, asin, callSign, confirmationNumber, duns, editEIDR, flightNumber, globalLocationNumber, gtin, gtin12, gtin13, gtin14, gtin8, isbn, issn, legislationIdentifier, leiCode, nsn, orderNumber, productID, serialNumber, sku, taxID, titleEIDR"				"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."
Taxon	has_taxon_rank	"PropertyValue, Text, URL"	taxon_rank	taxon-rank	taxonRank	pending:							The taxonomic rank of this taxon given preferably as a URI from a controlled vocabulary � typically the ranks from TDWG TaxonRank ontology or equivalent Wikidata URIs.
CreativeWork	has_publication	PublicationEvent	publication	publication	publication								A publication event associated with the item.
CreativeWork	has_released_event	PublicationEvent	released_event	released-event	releasedEvent								"The place and time the release was issued, expressed as a PublicationEvent."
QualitativeValue	has_equal	QualitativeValue	equal	equal	equal								This ordering relation for qualitative values indicates that the subject is equal to the object.
QualitativeValue	has_greater	QualitativeValue	greater	greater	greater								This ordering relation for qualitative values indicates that the subject is greater than the object.
QualitativeValue	has_greater_or_equal	QualitativeValue	greater_or_equal	greater-or-equal	greaterOrEqual								This ordering relation for qualitative values indicates that the subject is greater than or equal to the object.
QualitativeValue	has_lesser	QualitativeValue	lesser	lesser	lesser								This ordering relation for qualitative values indicates that the subject is lesser than the object.
QualitativeValue	has_lesser_or_equal	QualitativeValue	lesser_or_equal	lesser-or-equal	lesserOrEqual								This ordering relation for qualitative values indicates that the subject is lesser than or equal to the object.
QualitativeValue	has_non_equal	QualitativeValue	non_equal	non-equal	nonEqual								This ordering relation for qualitative values indicates that the subject is not equal to the object.
BroadcastFrequencySpecification	has_broadcast_signal_modulation	"QualitativeValue, Text"	broadcast_signal_modulation	broadcast-signal-modulation	broadcastSignalModulation	pending:							"The modulation (e.g. FM, AM, etc) used by a particular broadcast service."
LodgingReservation	has_lodging_unit_type	"QualitativeValue, Text"	lodging_unit_type	lodging-unit-type	lodgingUnitType								"Textual description of the unit type (including suite vs. room, size of bed, etc.)."
FlightReservation	has_passenger_priority_status	"QualitativeValue, Text"	passenger_priority_status	passenger-priority-status	passengerPriorityStatus								The priority status assigned to a passenger for security or boarding (e.g. FastTrack or Priority).
Seat	has_seating_type	"QualitativeValue, Text"	seating_type	seating-type	seatingType								The type/class of the seat.
Vehicle	has_body_type	"QualitativeValue, Text, URL"	body_type	body-type	bodyType	https://auto.schema.org							"Indicates the design and body style of the vehicle (e.g. station wagon, hatchback, etc.)."
EngineSpecification	has_engine_type	"QualitativeValue, Text, URL"	engine_type	engine-type	engineType	https://auto.schema.org							The type of engine or engines powering the vehicle.
"EngineSpecification, Vehicle"	has_fuel_type	"QualitativeValue, Text, URL"	fuel_type	fuel-type	fuelType								"The type of fuel suitable for the engine or engines of the vehicle. If the vehicle has only one engine, this property can be attached directly to the vehicle."
Vehicle	has_meets_emission_standard	"QualitativeValue, Text, URL"	meets_emission_standard	meets-emission-standard	meetsEmissionStandard	https://auto.schema.org							Indicates that the vehicle meets the respective emission standard.
Vehicle	has_vehicle_transmission	"QualitativeValue, Text, URL"	vehicle_transmission	vehicle-transmission	vehicleTransmission								"The type of component used for transmitting the power from a rotating power source to the wheels or other relevant component(s) (""gearbox"" for cars)."
AskAction	has_question	Question	question	question	question		object						A sub property of object. A question.
RentAction	has_real_estate_agent	RealEstateAgent	real_estate_agent	real-estate-agent	realEstateAgent		participant						A sub property of participant. The real estate agent involved in the action.
CookAction	has_recipe	Recipe	recipe	recipe	recipe		instrument						A sub property of instrument. The recipe/instructions used to perform the action.
DietarySupplement	has_recommended_intake	RecommendedDoseSchedule	recommended_intake	recommended-intake	recommendedIntake								Recommended intake of this supplement for a given population as defined by a specific recommending authority.
MerchantReturnPolicy	has_refund_type	RefundTypeEnumeration	refund_type	refund-type	refundType	pending:							"A refund type, from an enumerated list."
LoanOrCredit	has_loan_repayment_form	RepaymentSpecification	loan_repayment_form	loan-repayment-form	loanRepaymentForm	pending:							A form of paying back money previously borrowed from a lender. Repayment usually takes the form of periodic payments that normally include part principal plus interest in each payment.
ReservationPackage	has_sub_reservation	Reservation	sub_reservation	sub-reservation	subReservation								The individual reservations included in the package. Typically a repeated property.
Reservation	has_reservation_status	ReservationStatusType	reservation_status	reservation-status	reservationStatus								The current status of the reservation.
"MenuItem, Recipe"	has_suitable_for_diet	RestrictedDiet	suitable_for_diet	suitable-for-diet	suitableForDiet								"Indicates a dietary restriction or guideline for which this recipe or menu item is suitable, e.g. diabetic, halal etc."
